.pl 16959
CisloDodavatele;NazevDodavatele;NazevDodavatele2;Ulice;Mesto;Psc;Ico;Dic1;Dic2;Zastoupeny;ZastoupenyOZ;Telefon;TelefonOz;Mail;MailOZ;Poznamka1;Poznamka2;Poznamka3;Poznamka4;Poznamka5;DatumPorizeni;PocetDnuObj;ZavozDen
00672$;ABI Tuning, s.r.o.$; $;Na VyhlÌdce 705$;Liberec 14$;46014$;25009541$;CZ$;25009541$; $; $; $; $; $; $;Provozovna :$;Svobody 774/77$;460 15 Liberec 15$; $; $;731201$;0$; 
00673$;VISMA, s.r.o.$; $;éiûkova 16$;éÔ·r nad S·zavou$;59101$;60740043$;CZ$;60740043$;p.PavlÌËkov·$; $;566 626967$; $; $; $; $; $; $; $; $;731232$;0$; 
00674$;Slavoj KNIGA$; $;Habartice 179$;Habartice$;46373$;18330126$;CZ$;5606020530$; $; $;482345025 i fax$; $; $; $; $;mycÌ pasta na ruce Sl·vek neboli SalvÌk$; $; $; $;731237$;0$; 
00675$;LEHMANN$; $; $; $; $; $; $; $; $; $;+410344096688$; $; $; $;FAX 0041344096680,600$;zboûÌ pro Knorr$; $; $; $;731237$;0$; 
00676$;CHEMETALL GmbH$; $;Trakener Str.3$;Frankfurt am Main$;60487$; $; $; $;Frau Mertz$; $; $; $; $; $;fax 496971653018$;Gardoclean R 1688 pro Knorr$; $; $; $;731238$;0$; 
00677$;Papillons a.s.$; $;Hradeck· 387$;Kr·lÌky$;561 6$;25773615$;CZ$;25773615$;p Suchna$; $;569 694 622-3$;569 694 421$;slamova@papillons.cz$; $; $;OZ p.Suchna 777 019 871$;RuËnÌk Pema-Lipa minim·lnÌ odbÏr 500ks$; $; $;731243$;0$; 
00678$;SANI PRO s.r.o.$; $;Moskevsk· 1461/66$;Karlovy Vary$; $;29098866$;CZ$;29098866$; $; $;353234527$;353 234 527$;obchod@saniprokv.cz$; $; $;sleva -10%$; $; $; $;731245$;0$; 
00679$;Buchar Miroslav$;Spr·va nemovitostÌ$;Jahodov· 171$;Liberec 31$;46001$;70211752$; $; $;Miroslav Buchar$; $;482 761 400$; $; $; $;605 475 045$; $; $; $; $;731245$;0$; 
00680$;Septimac Plus s.r.o.$; $;Kate¯insk· 181$;Liberec 14$;46014$;10426680$;CZ$;370515040$;p.Bajer$; $; $; $; $; $; $; $; $; $; $;731246$;0$; 
00681$;ELEKTROLUX Praha 4$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;731258$;0$; 
00682$;»SOB Pojiöùovna, a.s.$; $;Masarykovo n·m. 1458$;Pardubice$;53002$; $; $; $; $; $; $; $; $; $; $; $; $; $; $;731258$;0$; 
00683$;Elos s.r.o.$; $;Obloukov· 102$;Liberec-Str·û n.N.$;46303$;46712836$;CZ$;46712836$;p.Vajo$; $;485159035$; $;elos.liberec@quick.cz$; $; $;p.Vajo mobil 608703396$; $; $; $;731259$;0$; 
00684$;»echofracht, a.s.$;pro n·m.dopr.a mezin.zasilatel$;Na P¯ÌkopÏ 8/850$;Praha 1$;11121$;00001066$;CZ$;00001066$; $; $; $; $; $; $; $; $; $; $; $;731259$;0$; 
00685$;Atotech - M.A.G.CZ,a.s.$; $;Dvorsk· 9$;Jablonec n.Nisou$;46601$;25404385$;CZ$;25404385$;kudrn·Ëov·$; $;483 369 800$; $;david.pikula@seznam.cz$; $;Zc-15%  kdyû bude vÏtöÌ odbÏr dohodnout 20%$;zboûÌ do myËek - Diamo a ZUä Fr˝dlant$; $;obj.volat p.Pikulovi jindrichpikula@seznam.cz    731449916$; $;731274$;0$; 
00686$;LuÔÏk Nechanick˝$;LUNE$;Hodkovick· 52$;Liberec 6$;46006$;43233929$;CZ$;420721058$;LuÔÏk Nechanick˝$; $;485130644$; $; $; $; $; $; $; $; $;731288$;0$; 
00687$;Avex Liberec s.r.o.$; $;JeötÏdsk· 52/39$;Liberec$;46008$;25034961$;CZ$;25034961$;p.Vackov·$; $;486135006,485151735$;48 5151736$;marcela@avexliberec.cz$; $;Color barvy 596 619 651$;Primalexy sleva 7%   na ostanÌ 5% sleva$;Dodavat SPOKA 0-15%$;Vacek-602 131 274   avex.liberec@volny.cz$;provoznÌ doba 7-16.30$;731292$;0$; 
00688$;WESECO CZ s.r.o$; $;Paskovsk· 252$;Ostrava Hrabov·$; $;44888929$;CZ$;44888929$; $; $;596734509 603206052$;581 711 513$;weseco.ostrava@seznam.cz$; $;B˝val˝ VTZ Brunt·l$;603 206052$;Zdr·hal 581 711 513$; $; $;731293$;0$; 
00689$;Agip »esk· Republika$; $;Pod Chodovem 1267/7$;Praha 4$;14900$;40764176$;cz$;40764176$;p.äpaËek,ingPöeniËka$; $;2/24495294$;2 24495285$; $; $; $;zboûÌ pro Knorr$; $; $; $;731298$;0$; 
00690$;Ing.ZdenÏk Bradsk˝$; $;Ul. 5.kvÏtna 45$;Liberec 1$;46001$;11417757$;CZ$;6507231874$; $; $;485 105 954$; $; $; $; $; $; $; $; $;731302$;0$; 
00691$;PROMIN CS spol.s r.o.$; $;Tov·rnÌ 101$;Lib·$;35131$;45357455$;CZ$;45357455$; $; $;354 509 250$; $;promin@promin.cz$; $; $; $; $; $; $;737707$;0$; 
00692$;FILSON s.r.o$; $;SlÈvaËsk·  902/11$;Praha 14$; $;47549947$;Cz$;47549947$;OZ Sl·vek Holec$; $;601 317 368$;483 388298$;skladliberec@cinol.cz$; $;b˝val˝ Moravia Chem$; $; $;technickÈ vÏci p.Dlapa 577 981 174$;SkladnÌk SouËek 724 459 708  syn 774 234 470$;731313$;0$; 
00693$;||200430$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00694$;MB INDUSTRY s.r.o.$; $;Vlna¯sk· 694$;Liberec 6$;46001$;25401092$;CZ$;25401092$;S.R.Ebrahimi$; $;775665533,482345666$;482 750 284$;mbindustry@volny.cz$; $; $;objedn·vat vûdy po 2 kartonech !!!!!!!!!!!!!!$; $; $; $;731316$;0$; 
00695$;R.B.O. Milan Broû$; $;AnenskÈ n·mÏstÌ 7$;Jablonec nad Nisou$;46601$;40221971$;CZ$;520128200$;Milan Broû$; $;603 543 751$; $;rbo@atlas.cz$; $;603 543 750 - Novotn˝$; $; $; $; $;731322$;0$; 
00696$;JANDA, s.r.o.$;doprava-spedice$;Kostnick· 29$;Pardubice - SvÌtkov$;53006$;48154440$;CZ$;48154440$; $; $; $; $; $; $; $; $; $; $; $;731333$;0$; 
00697$;Ing.Pavel Setunsk˝$;projektov· kancel·¯$;Rokytnice n.J.551$;Rokytnice n.Jizerou$;51244$;11087153$;CZ$;501120053$;Ing.Pavel Setunsk˝$; $;0432/523684$; $; $; $; $; $; $; $; $;731340$;0$; 
00698$;Apex Central Europe s.r.o.$; $; $;BluËina 627$;66456$; $;CZ$; $; $; $;519 421 726$; $;office@apexsystems.cz$; $;Kalinova  733 745 654$;Majitel Witpeerd 604 277 529$;sleva 25%$;min obj 3000$;nemcova@apexsystems.cz - OZ, ceny  733 189 685$;736440$;2$;dle pot¯eby
00699$;JASKY s.r.o.$; $;Dlouhomosteck· 684$;Liberec$;46311$;61534226$;CZ$;61534226$; $; $; $; $; $; $; $; $; $; $; $;731340$;0$; 
00700$;Ing.Martin Diviöek s.r.o.$; $;ZapeËsk· 68/II$;Chlumec n.C.$;50351$;25961641$;CZ$;25961641$;Ing.Martin Diviöek$; $;495 485 282,283$; $;divisek@wo.cz$; $; $; $; $; $; $;731348$;0$; 
00701$;Ing.Dana Polcarov·$;projekce$;Volgogradsk· 23/58$;Liberec 9$;46007$;44581203$;CZ$;44581203$;Ing. Dana Polcarov·$; $; $; $; $; $; $; $; $; $; $;731348$;0$; 
00702$;Luk·ö Velek$; $;SnÏhurËina 707/67$;Liberec$;46015$;70209839$; $; $;Velek Luk·ö$; $; $; $; $; $; $; $; $; $; $;731348$;0$; 
00703$;JIÿÕ LUKAVEC - TRUHL¡ÿSTVÕ$; $;Turnovsk· 259$;Liberec 23 DoubÌ$; $;46032983$;CZ$;46032983$;Lukavec Ji¯Ì$; $;0603/216887,$; $; $; $;tel.485 161 380$; $; $; $; $;731356$;0$; 
00704$;Renata Kopeck·$; $;Neumannova 25$;Str·û nad Nisou$;46303$;16414896$;CZ$;475809026$;Kopeck· Renata$; $; $; $; $; $; $; $; $; $; $;731358$;0$; 
00705$;Raul JUNGLING - VARAN$; $;P¯ÌËnÌ 460/12B$;Liberec 7$;46007$;68967250$;CZ$;6303141922$;Raul Jungling$; $; $; $; $; $; $; $; $; $; $;731364$;0$; 
00706$;Fin.˘¯ad NEM$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;731365$;0$; 
00707$;GALOP Morava s.r.o.$; $;Krakovsk· 1095$;Ostrava-Hrabuvka$;70030$;25386409$;CZ$;25386409$; $; $;596 722804$;596 722805$;kokesova@galopmorava.cz$; $;obj nad 10 000, jinak se hradÌ doprava$;paleta/500,-....balÌk/60,-$; $;www.galop.cz$; $;731368$;5$;dle pot¯eby
00708$;Kopeck· Milena Judr.$;Advok·tnÌ kancel·¯$;t¯.1.m·je 97$;Liberec 3$;46001$;66216346$;CZ$;66216346$; $; $;485 228 304$; $; $; $; $; $; $; $; $;731369$;0$; 
00709$;PRIMANO s.r.o.$; $;Kutnohorsk· 42Ë.p.39$;Praha10 D.MÏcholupy$;10900$;61857653$;CZ$;61857653$;LamaË$; $;603 358 677$; $; $; $; $; $; $; $; $;731376$;0$; 
00710$;W-STAV s.r.o.$; $;KablÌkovÈ 1142$;VrchlabÌ$;54301$;60111534$;CZ$;60111534$; $; $; $; $; $; $; $; $; $; $; $;731377$;0$; 
00711$;Jana Schˆnherrov·$; $;Brdsk· 151/4$;Liberec 13$;46001$;72766107$;CZ$;6962142330$; $; $; $; $; $; $; $; $; $; $; $;731382$;0$; 
00712$;PovodÌ Labe,st·tnÌ podnik$; $;VÌta NejedlÈho 951$;Hradec  Kr·lovÈ$;50003$;70890005$;CZ$;70890005$; $; $;483 366 326$; $; $; $;fax: 483 366 329$; $; $; $; $;731383$;0$; 
00713$;*$; $; $; $; $; $; $; $; $; $; $; $;objednavky@velkoobchodpapirem.cz$; $; $; $; $; $; $;731384$;0$; 
00714$;LudÏk Revaj$; $;Na äumavÏ 18$;Jablonec nad Nisou$;46602$;44214201$;CZ$;6512140833$;p.Revaj$; $;483 311353$;483311353$;revaj@iol.cz$; $; $; $;493 721 371$; $; $;731386$;0$; 
00715$;LOKAJ JIÿÕ$;ObchodnÌ firma$;Dubov· Lhota 19$;Janovice nad ⁄hlavou$;34021$;18709435$;CZ$;6503112319$;p.Lokaj$; $;376/392768$;376/392768$;Lokaj@lokajcz.cz$; $;724/261926 p.Lokaj  dÏlajÌ »ervenou ÿeËici$;¯idiË 728 725 163$;p.Hruökov· 724 095 102$; $; $;731411$;0$; 
00716$;LETNI TENISOV¡ äKOLA$;JaromÌr Kus˝$;S¯iv·nek 478$;Hejnice$;46362$; $; $; $; $; $; $; $; $; $; $; $; $; $; $;731421$;0$; 
00717$;Chesterton »R s.r.o.$; $;Masarykova Ë.p. 56$;TelË$;58856$;63480573$;CZ$;63480573$;Vrkoslav$; $;567 213 095$;567 213 007$;vrkoslr@chesteron.cz$; $;Vrkoslav 602 290 277$;zboûÌ pro Knorr$;28.04.05 sleva 7% na zkouöku$; $; $;731424$;0$; 
00718$;||200708$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00719$;EUROSTAV s.r.o.$; $;t¯.1 m·je 863/9$;Liberec 3$;46001$;43226817$;CZ$;43226817$; $; $;485 100 787$; $; $; $; $; $; $; $; $;731424$;0$; 
00720$;MEDIABOX,s.r.o. /Bohemia cosm$; $;Na Vav¯inci 358$;Slan˝$;27401$;47536063$;CZ$;47536063$;RadomÌr Hovorka$; $;466 263359ifax firma$;312/526200  domu$; $; $;mobil 602/494988     ZC 0-15$;Z·voz Ëtvrtek!!!!!!!!!!!!!!$;˙ËetnÌ Such·   312 52 62 00$; $; $;731427$;0$; 
00721$;Jespo obal s.r.o.$; $;RevoluËnÌ  527$;Star· Paka$;50791$;25961039$;CZ$;25961039$; $; $;605 720 036$;493723272$;radek@jespo.cz$; $;Alobal + zkusit s·Ëky.$;Bochemie ZC -10%$;www.jsepo.cz'[$; $; $;731439$;0$; 
00722$;Miloö Eder-SdruûenÌ E+P Studio$; $;KarolÌny SvÏtlÈ 3015$;Varnsdorf$;40747$;66633290$;CZ$;66633290$;Miloö Eder$; $;412 373 424$; $; $; $; $; $; $; $; $;731439$;0$; 
00723$;Generali Pojiöùovna a.s.$; $;BÏlehradsk· 132$;Praha 2$;12084$;61859869$;CZ$;61859869$;Kodeöov·$; $;475 318 340$; $;servis@generali.cz$; $;Svobodov· tel. 475 318 341 /Kodeöov·,Svobodov· /⁄stÌ n.L./$; $; $; $; $;731442$;0$; 
00724$;VAPO$; $; $;Litomyöl$;57001$; $; $; $;Pavel äpinka$; $;461 631 319$;461 631 319$;vapo.strojirna@worldonline.cz$; $;Boty pro SOU SOS-Fr˝dlant$;www.vapo.misto.cz$; $; $; $;731453$;0$; 
00725$;ASINO, spol. s r.o.$; $;TrûnÌ n·m.153$;Liberec 1$;46001$;49101048$;CZ$;49101048$;p.Ryökov·$; $;485100377$; $; $; $;sleva 0-10%$;uklidovÈ vozÌky,mopy$; $; $; $;731466$;0$; 
00726$;Pavel äpinka$; $;HrnËÌ¯sk· 274$;Litomyöl$;57001$;12355968$;CZ$;5405260553$; $; $;461 631319 i FAX$; $; $; $;fa VAPO bÌlÈ sand·ly$;603 226 729$;461 631 819$; $; $;731468$;0$; 
00727$;Eva Janouchov·$;CAN$;⁄st¯ednÌ 166/58$;Praha 10$;10200$;44844069$;CZ$;526012203$;Eva Janouchov·$; $; $; $; $; $; $; $; $; $; $;731470$;0$; 
00728$;HlubuËek ZbynÏk$; $;Bukovina 56$;TURNOV$;51101$;13169521$;CZ$;6205121417$;HlubuËek$; $; $; $; $; $; $; $; $; $; $;731474$;0$; 
00729$;HY servis spol. s r.o.$; $;Masarykova 196/114$;⁄stÌ nad Labem$;40001$;25002988$;CZ$;25002988$; $; $; $; $; $; $; $; $; $; $; $;731497$;0$; 
00730$;Velkoobchod äAS,s.r.o.$; $;Pod äkolkou 60$;DolnÌ Kralovice$;25768$;26687119$;CZ$;26687119$;p.äaman,pÌ äamanov·$; $;317 856117,129$;317 856119$;obchod@saman-sas.cz$; $;Zenit 0-9.5%   DÏlajÌ  »ervenou ÿeËici!!!!!!!!$;mob.äaman 602 217195$;mob.äamanov· 606 737 750$;317 856 129 Fax äamanov·$; $;731498$;0$; 
00731$;Michal KleËka$;inwifi$;Pod DÏvÌnem 2712/35$;Praha 5$;15000$;71626727$;CZ$;8102180262$;Michal KleËka$; $;608 278 273$; $;obchod@inwifi.cz$; $;dodavatel bezdr·tov˝ch ¯eöenÌ$; $; $; $; $;731512$;0$; 
00732$;Petr ZajÌc$;poskytov·nÌ software$;T¯eöÚov· 622/10$;Liberec 14$;46014$;48274071$; $; $;Petr ZajÌc$; $;482 725 318$; $;petr@xzajic.cz$; $; $; $; $; $; $;731518$;0$; 
00733$;JaP - Jacina, s.r.o.$; $;N·kladnÌ ulice$;Mnichovo HradiötÏ$;29501$;25655108$;CZ$;25655108$; $; $;326 773 454$;326 773 454$;info@jap-jacina.cz$; $; $; $; $; $; $;731518$;0$; 
00734$;FIDE s.r.o.$; $;Brtnice 35$;Brtnice$;58832$;60705256$;Cz$;60705256$; $; $;567216390$;777 126 727$;krupicova@fide.cz$;zorvan@fide.cz$;oz-Zorvan/777 126727$;P¯es Espace -20% vloûky  ostatnÌ individu·lnÌ slevy.$;vanek@fide.cz$; $; $;731519$;3$;Ëtvrtek
00735$;RENO G.T. s.r.o.$; $;Hanychovsk· 622/1$;Liberec 3$;46010$;25001957$;CZ$;25001957$; $; $;482 777 066$;482 777 065$;renogt@iol.cz$; $; $; $; $; $; $;731524$;0$; 
00736$;ENIKA spol.s r.o.$; $;N·draûnÌ 609$;Nov· Paka$;50901$;15055761$;CZ$;15055761$; $; $; $; $; $; $; $; $; $; $; $;731526$;0$; 
00737$;EMBA spol.s.r.o.$; $; $;Paseky nad Jizerou$;51247$; $; $; $;ätÏp·nkov·$; $;481553119$;481553163$;stepankova@emba.cz$; $;ArchyvnÌ krabice pro peguform$;cena nad 500 nebo nad 1000 /vlastnÌ doprava jinak 600.-$; $; $; $;731529$;0$; 
00738$;AUTO GREMOS, spol. s r.o.$; $;ZahradnÌ 300$;Liberec  11$;46001$;47309890$;CZ$;47309890$;Prokopov·$; $;485 104 050$;485 104056$;sklad@autogremos.cz$; $;BarviËky pro Peguform$; $;zc-13%$; $; $;731529$;0$; 
00739$;SlaËÌkov· Miluöe$; $;Halasova 896$;Liberec 6$;46006$;86722719$; $; $; $; $; $; $; $; $; $; $; $; $; $;731532$;0$; 
00740$;SENEKA ⁄stÌ spol.s.r.o.$; $;Tov·rnÌ 3402/39A$;⁄stÌ nad Labem$;40001$;25016245$;CZ$;25016245$; $; $;475 205 982$;475603585$;lenka.jirsakova@seneka.cz$; $;zc-20%             Dreumex zc -15%$;äÈf Nekvinda$;V p¯Ìjemce rozpustit do ceny dopravu 500.- Zeman$;475 603 933$;OZ Mervart 603 239 599$;731532$;0$; 
00741$;PharmDr.Milan Zelenka$;LÈk·rna U raka$;Moskevsk· 33/29$;Liberec 4$;46001$;65625927$;CZ$;6507082340$; $; $;485 109 606,7$;485109607$;milanz@volny.cz$; $; $; $;mobil 728 786 364  Zelenka$; $; $;731532$;0$; 
00742$;Pneu-Max V·clav »·stka$; $;Na VyöehradÏ 610$;NETOLICE$;38411$;63283743$;CZ$;7807291633$; $; $; $; $; $; $; $; $; $; $; $;731537$;0$; 
00743$;Kooperativa,pojiöùovna, a.s.$; $;Templov· 747$;Praha 1$;11001$;47116617$;CZ$;47116617$; $; $;800 105 105$; $; $; $; $; $; $; $; $;731537$;0$; 
00744$;Pavel HoleËek$; $;Tov·rnÌ 126/8$;Liberec 10$;46010$;49083007$;CZ$;6711011868$;Pavel HoleËek$; $;603 571 767$; $; $; $; $; $; $; $; $;731538$;0$; 
00745$;HdG s.r.o.$; $;U Nisy 139$;Chrastava$;46331$;62738127$;CZ$;62738127$;Drahota$; $;485143117$;482 721032$;hdg@volny.cz$; $;777 838 865 hadry ËistÌcÌ  12.80/1kg$; $;Objedn·vat 300kg-1 paleta$;BÌl˝ hadry 15.90 koöÌlovina$; $;731550$;0$; 
00746$;STUDIO KANDY$;Karel Andrejsek$;Slan· 95$;Slan· u Semil$;51201$;72939923$;CZ$;7512043451$;Karel Andrejsek$; $;481 320 752$; $;studio@kandy.cz$; $; $; $; $; $; $;731551$;0$; 
00747$;STONE TIME Spol.s r.o.$; $;Jezdeck· ul.$;Liberec$;46001$;41324650$;CZ$;41324650$; $; $; $; $; $; $; $; $; $; $; $;731551$;0$; 
00748$;ETATHERM s.r.o.$; $;PalackÈho 405/32A$;Litovel$;78401$;48396907$;CZ$;48396907$; $; $;585 341 609$;585 341 609$; $; $; $; $; $; $; $;731558$;0$; 
00749$;ASTRA spol. s r.o.$; $;N·draûnÌ 13$;Jablonec nad Nisou$;46601$;41329104$;CZ$;41329104$; $; $; $; $; $; $; $; $; $; $; $;731558$;0$; 
00750$;Michal Kramule MK - Nov· Paka$;KuchyÚskÈ linky$;Husitsk· 1301$;Nov· Paka$;50901$;43521894$;CZ$;6502122418$; $; $; $; $; $; $; $; $; $; $; $;731560$;0$; 
00751$;Stavebniny KRKONOäE s.r.o.$; $;PoötovnÌ 1175$;VrchlabÌ$;54303$;49284100$;CZ$;49284100$; $; $; $; $; $; $; $; $; $; $; $;731560$;0$; 
00752$;Hizol s.r.o.$; $;L·nov Ëp.7$;L·nov Ëp.7$;54341$;25951033$;CZ$;25951033$; $; $;499 692 206$;499 692 206$;Hizol@tiscali.cz$; $; $; $; $; $; $;731565$;0$; 
00753$;V.P.M. - TRANS,s.r.o.$; $;Ë.p.306$;OsvÏtimany$;68742$;25516744$;CZ$;25516744$; $; $;572554381$; $; $; $; $; $; $; $; $;731565$;0$; 
00754$;Mzdy zamÏstnanci - spo¯enÌ$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;731567$;0$; 
00755$;NORMA Fr˝dlant n.Ostr.$;spol. s r.o.$;Martinsk· Ëtvrù 1706$;Frenöt·t p.R.$;74401$;25387481$;CZ$;25387481$; $; $; $; $; $; $; $; $; $; $; $;731572$;0$; 
00756$;Jan Sedl·¯ - fa.MONSTOP$; $;Borov˝ Vrch 285/29$;Liberec 13$;46014$;46036296$;CZ$;390222078$; $; $; $; $; $; $; $; $; $; $; $;731572$;0$; 
00757$;||200708$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00758$;PORSCHE INTER AUTO CZ s.r.o.$;Prov. Porsche Praha SmÌchov$;VrchlickÈho 31$;Praha 5$;15000$;47124652$;CZ$;47124652$; $; $; $; $; $; $; $; $; $; $; $;731579$;0$; 
00759$;JIÿÕ MATERNA$; $;Lidick· 1125$;VrchlabÌ$;54301$;18887384$;CZ$;511112061$; $; $;0438521246$; $; $; $; $; $; $; $; $;731588$;0$; 
00760$;V˝zbrojna poû·rnÌ techniky a.s$;ProdejnÌ st¯edisko 044$;U N·spu 5$;Liberec$;46001$;47115319$;CZ$;47115319$; $; $;485 108141$; $;info@probo-nb.cz$; $;uter˝ nejsou !!!!!!!!!!!!!$;11.3-12 pauza$; $;D· se koupit jeötÏ-Ing.MeËÌ¯,RadËick· 373,LBC 14,485122181$; $;731589$;0$; 
00761$;Jon Vlastislav, TRUHL¡ÿSTVÕ$; $;Valte¯ice 101$;Jilemnice$;51401$;15601056$;CZ$;7005163440$;JOn Vlastislav$; $;481 584 243$; $; $; $; $; $; $; $; $;731595$;0$; 
00762$;Jan Maöek$; $;Gagarinova 775$;Liberec 7$;46007$;69402051$; $; $;Jan Maöek$; $; $; $; $; $; $; $; $; $; $;731599$;0$; 
00763$;IM LIBEREC, ZbynÏk RuûiËka$; $;Husova 447/6$;Liberec 1$;46001$;13345168$;CZ$;6109180616$;ZbynÏk RuûiËka$; $; $; $; $; $; $; $; $; $; $;731599$;0$; 
00764$;V$T s.r.o.$; $;L·novsk· 477$;VrchlabÌ$;54301$;27515664$;CZ$;27515664$;Votrubec$; $;499 423 579$;499 629 419$;vt@vt-votrubec.cz$; $;Forbelsk·$; $; $; $; $;734919$;0$; 
00765$;Pavel Koci·n$; $;B.NÏmcovÈ 404$;Trutnov$;54101$;65212266$;CZ$;7612103620$;Pavel Koci·n$; $; $; $; $; $; $; $; $; $; $;731601$;0$; 
00766$;ZdenÏk Sk¯iv·nek ELECO$; $;Prumyslov· 720$;Vyökov$;68201$;10106481$;CZ$;530920161$;ZdenÏk Sk¯iv·nek$; $; $; $; $; $; $; $; $; $; $;731606$;0$; 
00767$;Fin.˙¯ad silniËnÌ daÚ$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;731613$;0$; 
00768$;Dana MatÏjkov·$; $;Jeseniova 276/3$;Liberec 14$;46014$;47800836$; $; $; $; $; $; $; $; $; $; $; $; $; $;731627$;0$; 
00769$;AMT AUTO  - SKLA, s.r.o.$; $;Ruprechtick· 164/2B$;Liberec$;46001$;25454447$;CZ$;25454447$; $; $;485 104 134$; $; $; $; $; $; $; $; $;731627$;0$; 
00770$;SeveroËesk· energetika, a.s.$; $;Teplick· 874/8$;DÏËÌn IV$;40549$;49903179$;CZ$;49903179$; $; $;412 442 168$; $; $; $; $; $; $; $; $;731629$;0$; 
00771$;Ji¯Ì Novotn˝$; $;K Pile 588$;Jilemnice$;51401$;11086084$;CZ$;500526064$; $; $;481 543 065$;481 540 122$; $; $; $; $; $; $; $;731636$;0$; 
00772$;DISTRIMO$; $;Ma¯Ìkova 32$;Brno$;62100$;26271354$;CZ$;26271354$; $; $;541 228 998$;495 211 291$;fakturace@distrimo.cz$; $;lepidla ChemoprÈny  ZC -23%$;Objedn·vat faxem,objedn·vat do uter˝,vozÌ ve Ëtvrtek$;minim·lnÌ objedn·vka balenÌ$;Oz ä·mal 730 893 349$; $;731644$;4$;dle pot¯eb
00773$;Johnson & Johnson s.r.o.$; $;Karla Engliöe 3201/6$;Praha 5 - ZliËÌn$;15000$;41193075$;CZ$;41193075$;Nekvapilov·$; $;227 012 352$;227 012 147$;dnekvapilova@jnjcz.jnj.com$; $;POUZE cel· balenÌ !!!!!      Oz Pokorn˝ 602 237 028$;Sleva 8%    0.5g 460.90KË, 2.5g+5g 384.10KË$;Presept tablety minim·lnÌ z·voz 1 bal$; $; $;731656$;0$; 
00774$;Elfo-VALINOR, s.r.o.$; $;Kosmonautu 324$;Pardubice 9$;53009$;25255258$;CZ$;25255258$; $; $;466 200777$;466 401740$;odbyt.odbyt@volny.cz$; $; $; $; $; $; $;731662$;0$; 
00775$;EWOX, s.r.o.$; $;MnÌöek 120$;Chrastava$;46331$;25040669$;CZ$;25040669$; $; $;48 5146955$; $; $; $; $; $; $; $; $;731662$;0$; 
00776$;RETZ s.r.o.$; $;Hodkovick· 164/24$;Liberec$;46006$;49903357$;CZ$;49903357$;Labajov·$; $;485134428,30$;4855134428,30$; $; $; $; $; $; $; $;731663$;0$; 
00777$;Fin.˙¯ad daÚ z p¯Ìjmu$; $; $;Liberec$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;731670$;0$; 
00778$;Ji¯Ì Dost·l-elektro$;ûelez·¯stvÌ ,dom.pot¯eby$;PalackÈho 853/2$;Litovel$;78401$;13626566$;CZ$;5912221194$;Dost·l Ji¯Ì$; $;68 534 1327$; $; $; $; $; $; $; $; $;731671$;0$; 
00779$;Richard Urban UH SERVIS$;Liberec$;Dr.M.Hor·kovÈ 425/2$;Liberec$;46001$;65068696$;CZ$;7507222580$; $; $;48 6111 235$; $; $; $; $; $; $; $; $;731672$;0$; 
00780$;Ing.Jan Kurka$; $;Rycht·¯sk· 617/11$;Liberec 14$;46014$;72766522$;CZ$;7610192579$; $; $; $; $; $; $;n·kup holÌ$; $; $; $; $;731677$;0$; 
00781$;Dûin$;soukrom· firma$;5.kvÏtna 2339/33$;Jablonec n. Nisou$;46601$;61310689$;CZ$;730622539$; $; $; $; $; $; $; $; $; $; $; $;731678$;0$; 
00782$;Ing.V·clav Pln˝-AGENTURA ALFA$; $;Aloisina V˝öina 583$;Liberec 15$;46015$;14859581$;CZ$;480108100$; $; $;482 751491$; $; $; $; $; $; $; $; $;731679$;0$; 
00783$;K.C.B. spol. s r.o.$; $;U Stavoservisu 1$;Praha 10$;10040$;00223387$;CZ$;00223387$; $; $; $; $; $; $; $; $; $; $; $;731679$;0$; 
00784$;CelnÌ ˙¯ad  Liberec 1063$; $; $;Liberec$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;731685$;0$; 
00785$;JENA - n·bytek s.r.o.$;provozovna Kolbenova 616,Pha 9$;K¯enov· 19$;Brno$;60200$;25564501$;CZ$;25564501$; $; $;2 830893 477$; $; $; $; $; $; $; $; $;731713$;0$; 
00786$;Ing.Blanka Neuûilov·$; $;Kr·sn· Stud·nka E6$;Liberec 31$;46002$;13919245$;CZ$;nepl·tce$; $; $;486 122 334$; $; $; $; $; $; $; $; $;731726$;0$; 
00787$;Ing.Ji¯Ì MeËÌ¯$;Protipoû·rnÌ servis$;RadËick· 373$;Liberec 14$;46014$;11437456$;CZ$;500504008$; $; $;485122181$; $; $; $; $; $; $; $; $;731726$;0$; 
00788$;Hocker lux s.r.o.,Petr St·rek$; $;VaÚurova 20$;Liberec 1$;46001$;25406434$;CZ$;25406434$; $; $;48 271 0869$; $; $; $; $; $; $; $; $;731735$;0$; 
